identifier,name,description,ingredients,serving_size,servings,steps,tags,search_terms
4870,Christmas Fudge,"A fantastic fudge recipe. It is easier to make than the cooked varieties that require a candy thermometer, but it sets up better than some of the other recipes I've tried that use marshmallows or marshmallow cream. The best of both worlds!! I rich, dense fudge that's fairly simple to prepare. NOTE: I prefer to use dark chocolate chips for a richer, fudgier taste. See the bottom of the instructions for variations.","[""2   tablespoons    butter""\,""2/3  cup    evaporated milk""\,""1 1/2  cups    sugar""\,""1/4  teaspoon    salt""\,""2   cups    miniature marshmallows or 4   ounces    miniature marshmallows""\,""1 1/2  cups    semi-sweet chocolate chips or 9   ounces    semi-sweet chocolate chips""\,""1/2  cup    pecans or 1/2  cup    walnuts\, chopped ""\,""1   teaspoon    vanilla extract""]",14,64,"['Combine butter\, evaporated milk\, sugar and salt in medium\, heavy saucepan.'\, 'Bring to a boil over medium heat\, stirring constantly.'\, 'Boil for 4-5 minutes\, stirring constantly.'\, 'Remove from heat. Stir in marshmallows\, chocolate chips\, nuts and vanilla.'\, 'Stir vigorously for 1 minute or until marshmallows are melted.'\, 'Pour into foil-lined 8-inch square baking pan.'\, 'Sprinkle with additional nuts if desired.'\, 'Chill until firm.'\, 'Variations: Milk Chocolate Fudge: Substitute 2 cups milk chocolate chips for the semi-sweet chocolate chips.'\, 'Butterscotch Fudge: Substitute 2 cups butterscotch chips for the semi-sweet chocolate chips.'\, 'Mint-Chocolate Fudge: Substitute 1 1/2 cups mint-chocolate  chips for the semi-sweet chocolate chips.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'fudge'\, 'desserts'\, 'holiday-event'\, 'candy'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'low-in-something'\, 'number-of-servings']","{'dessert'\, 'low-sodium'}"
48424,Christmas Doughnuts,These need to chill overnight.,"[""6       eggs""\,""2   cups    sugar""\,""1/4  cup    vegetable oil""\,""1   teaspoon    lemon extract""\,""7 1/2  cups    all-purpose flour""\,""6   teaspoons    baking powder""\,""2   teaspoons    salt""\,""1   teaspoon    ground nutmeg""\,""1   cup    milk""\,""  oil (for deep frying)""\,""  powdered sugar""]",1982,1,"['In a mixing bowl beat the eggs\, sugar and 1/4 cup vegetable oil.'\, 'Add lemon extract\, mix well.'\, 'Combine the flour\, baking powder\, salt and nutmeg\, stir into egg mixture alternately with milk.'\, 'Cover and refrigerate over night.'\, 'Divide dough in half.'\, 'Roll out one portion to 1/4 inch thickness.'\, 'Cut with a floured round 1 1/2 inch cookie cutter.'\, 'Repeat with remaining dough.'\, 'In an electric skillet or deep fryer heat oil to 375°F.'\, 'Fry doughnuts for about 4 minutes or until golden brown\, turning once with a slotted spoon.'\, 'Drain on paper towels.'\, 'Sprinkle with powdered sugar.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'healthy'\, 'breads'\, 'desserts'\, 'finger-food'\, 'holiday-event'\, 'dietary'\, 'christmas'\, 'comfort-food'\, 'taste-mood'\, 'number-of-servings'\, 'presentation']","{'healthy'\, 'dessert'}"
77189,Christmas Spirals,"I make this delicious yeast pastry every Christmas for a 'tea' I hold for the moms at the nursery school the kids go to. They are always well-received, especially the walnut version which has a familiar baklava taste. As it is a yeast dough, it needs approx. 2 hrs rising.","[""1 (1/4  ounce) envelope   active dry yeast""\,""2   tablespoons   warm milk""\,""1   cup   scalded milk""\,""1/2  cup    butter\, cut into bits ""\,""2/3  cup    sugar""\,""1   teaspoon    salt""\,""2   large    eggs\, plus ""\,""2   large    egg yolks""\,""3   cups   sifted flour""\,""1   large    egg\, lightly beaten ""\,""""\,""2   cups    poppy seeds""\,""1   cup    honey""\,""1   cup    sugar""\,""2/3  cup    raisins""\,""6   tablespoons    butter""\,""1   large    egg white""\,""1   pinch    cream of tartar""\,""""\,""5   cups    ground walnuts""\,""1   cup    milk""\,""1   cup    sugar""\,""1   tablespoon   grated lemon zest""]",2979,1,"['In a small bowl proof yeast in 2 Tbsps warm milk with a pinch of sugar for 10 minutes.'\, 'In a large bowl\, pour scalded milk over butter\, sugar and salt and stir mixture until butter is melted\, and let it cool.'\, 'Beat in whole eggs and yolks.'\, 'Add the yeast mixture and the flour and beat until very smooth.'\, 'Transfer to a buttered bowl and turn to coat.'\, 'Let rise\, covered\, in a warm place for 2 hours\, or until double in bulk.'\, 'Punch dough down and halve.'\, 'Preheat oven to 350°F.'\, 'Roll half of dough into a 12 x 9-inch rectangle on a floured surface and spread with ½ recipe of poppy seed or walnut filling.'\, 'Starting with long side\, roll dough tightly\, jelly-roll fashion\, and pinch edges and ends closed.'\, 'Repeat with remaining dough.'\, 'Transfer the rolls\, seam side down\, to a buttered baking sheet\, leaving 4-inches between them.'\, 'Brush with the beaten egg.'\, 'Bake for 45-50 minutes\, or until done.'\, 'For Poppy Seed Filling (about 3 cups): Soak poppy seeds in boiling water to cover by 1-inch for 3 hours.'\, 'Drain using a fine sieve.'\, 'Spread on a doubled tea towel and let dry for 1 hour.'\, 'In a food processor\, pulverize poppy seeds with honey\, sugar\, raisins and butter.'\, 'In another bowl\, beat egg white with cream of tartar until stiff and fold into poppy seed mixture.'\, 'For Walnut Filling (about 5 cups): In a saucepan\, combine all ingredients and simmer for 10 minutes.'\, 'Remove from heat and let cool.']","['weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'breads'\, 'fruit'\, 'holiday-event'\, 'coffee-cakes'\, 'nuts'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'low-in-something'\, 'number-of-servings'\, '4-hours-or-less']",{'low-sodium'}
78804,White Christmas,"For those non-NZers, Kremelta is the equivalent of the Australian ","[""1   cup    desiccated coconut""\,""1   cup    rice bubbles""\,""1/3  cup    sultana""\,""1/3  cup    currants""\,""1/3  cup    raisins""\,""1   cup    icing sugar""\,""1   cup   whole powdered milk""\,""6 -7   ounces    kremelta""\,""1   teaspoon    vanilla essence""]",514,1,"['Mix dry ingredients in a bowl.'\, 'Melt kremelta and pour over dry mix; mix well.'\, 'Press into a flat\, lightly greased\, baking tin and cut before too hard.'\, 'Refrigerate.']","['15-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'south-west-pacific'\, 'desserts'\, 'lunch'\, 'snacks'\, 'fruit'\, 'australian'\, 'easy'\, 'no-cook'\, 'beginner-cook'\, 'holiday-event'\, 'summer'\, 'vegetarian'\, 'cookies-and-brownies'\, 'bar-cookies'\, 'nuts'\, 'dietary'\, 'christmas'\, 'seasonal'\, 'new-zealand'\, 'coconut'\, 'novelty'\, 'taste-mood'\, 'sweet'\, 'number-of-servings'\, 'presentation'\, 'served-cold'\, 'technique']","{'dessert'\, 'lunch'\, 'vegetarian'\, 'snack'}"
79570,Christmas Fudge,This is my Aunt Mary's Recipe. Smooth and creamy. This makes about four pounds of fudge. =),"[""1/2  lb    butter""\,""5   cups    sugar""\,""2 (12   ounce) packages   semisweet chocolate morsels""\,""1 (13   ounce) can   evaporated milk""\,""1 (7   ounce) jar   marshmallow creme""\,""1   teaspoon    vanilla""\,""2   cups    nuts""]",2762,1,"['Melt butter in large\, heavy saucepan; add milk and blend\, then add sugar\, stirring constantly\, and bring to a boil.'\, 'Boil vigorously for 8 minutes\, stirring constantly.'\, 'Remove from heat; add chocolate morsels and beat until morsels are melted.'\, 'Then add marshmallow creme and continue beating until melted and well blended.'\, 'Add vanilla and nuts and blend well.'\, 'Turn into a well buttered rectangular pan (approximately 12x7x2 inches).'\, 'Wait at least 6 hours before cutting.'\, 'Cut in large squares and store in airtight container.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'fudge'\, 'desserts'\, 'fruit'\, 'holiday-event'\, 'candy'\, 'chocolate'\, 'nuts'\, 'stove-top'\, 'dietary'\, 'gifts'\, 'christmas'\, 'low-sodium'\, 'valentines-day'\, 'low-in-something'\, 'equipment'\, 'number-of-servings']","{'dessert'\, 'low-sodium'}"
103385,Christmas Fruitcake,"tried and true fruitcake with dried fruit, not candied fruit.","[""""\,""2   cups    granulated sugar""\,""2   cups    water""\,""2       lemons\, zest of  (strips\, about 3 tablespoons)""\,""2       lemons\, juice of  (about 1/4 cup)""\,""""\,""1   lb   combination dried fruits (such as blueberries\, cranberries\, cherries\, raisins\, or apricots)""\,""2   cups    butter\, at room temperature ""\,""2   cups    brown sugar""\,""1   cup    molasses or 1   cup    honey\, depending on how dark you want it ""\,""8   large    eggs""\,""1   cup    Grand Marnier or 1   cup   other orange-flavored liqueur""\,""2   cups    flour""\,""2   cups    whole wheat flour""\,""2   teaspoons    baking powder""\,""1/4  teaspoon    salt""\,""1   teaspoon    cinnamon""\,""1/2  teaspoon    nutmeg""\,""1/2  teaspoon    ginger""\,""1/4  teaspoon    clove""\,""1   tablespoon    orange zest""\,""1   tablespoon    lemon\, zest of ""\,""1   cup    slivered almonds""\,""1   cup    pecan pieces""\,""1   cup    walnut pieces""\,""1/2  cup    Bourbon""]",307,12,"['Make the simple syrup by combining the sugar and water in a medium-size saucepan over medium-high heat.'\, 'Add the lemon zest and juice and bring to a boil\, stirring to dissolve the sugar.'\, 'Boil for 2 minutes and remove from the heat.'\, 'Combine the dried fruits together in a large mixing bowl.'\, 'Pour the simple syrup over them\, toss to coat\, and let steep for 5 minutes.'\, 'Strain and reserve the syrup.'\, 'Cream the butter\, sugar\, and almond paste together in the bowl of an electric mixer fitted with a paddle at low speed\, occasionally scraping down the sides of the bowl.'\, 'Beat about 2 minutes.'\, 'Add the eggs one at a time and beat well.'\, 'Add ½ cup of the Grand Marnier and mix to incorporate.'\, 'Combine the flour\, baking powder\, salt\, cinnamon\,nutmeg\, ginger& cloves in a medium-size mixing bowl and blend well.'\, 'Add this mixture 1/2 cup at a time to the butter mixture with the mixer on low speed\, each time mixing until smooth\, about 2 minutes.'\, 'Scrape down the sides of the bowl as necessary.'\, 'The batter will be thick.'\, 'Add the warm fruit and all the nuts a little at a time\, mixing well.'\, 'Scrape down the sides of the bowl and the paddle.'\, 'Preheat the oven to 350°F.'\, 'Lightly grease twelve 1-pound loaf pans or 6-2 pound pans or cans.'\, 'Spoon about 1 cup of the batter into each 1 pound pan\, 2 cups into the 2 pound pans or cans.'\, 'Bake until golden and the tops spring back when touched\, about 45 minutes for the 1 pound pans 60 or longer for the larger pans (rearranging them after 25 minutes if necessary to brown evenly).'\, 'Test with toothpick for doneness.'\, 'Cool for 10 minutes in the pans.'\, 'Remove cakes from the pans and cool completely on wire racks.'\, 'Wrap each cake in a layer of cheesecloth.'\, 'Store in plastic storage bags until they are slightly stale\, 3 to 4 days.'\, 'Combine the reserved simple syrup with the remaining ½ cup Grand Marnier and the bourbon.'\, 'Without removing the cheesecloth\, make tiny holes with a toothpick randomly on the top of each cake.'\, 'Pour 2 tablespoons of the syrup over the top of each cake once every 2 to 3 days until all of the syrup is used.'\, 'Let the cakes age for up to 3 weeks before eating.'\, 'Makes 12 (1-pound) or 6 (2-pound) cakes.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'desserts'\, 'fruit'\, 'holiday-event'\, 'winter'\, 'cakes'\, 'nuts'\, 'dietary'\, 'christmas'\, 'seasonal'\, 'berries'\, '4-hours-or-less']",{'dessert'}
106984,Christmas Stollen,"This is a favourite German almondy christmas loaf. It takes a long time to make, but is very easy.","[""1   tablespoon    active dry yeast""\,""2/3  cup   warm milk (110 degrees F/45 degrees C)""\,""1   large    egg""\,""1/3  cup    white sugar""\,""1/2  tablespoon    salt""\,""1/3  cup    butter\, softened ""\,""2 1/2  cups    bread flour""\,""1/3  cup    currants""\,""1/3  cup    sultana raisin""\,""1/3  cup    candied red cherries\, quartered ""\,""2/3  cup   diced candied peel""\,""1   teaspoon    ginger""\,""1   teaspoon    allspice""\,""6   ounces    marzipan""\,""1   tablespoon    icing sugar""\,""1   teaspoon    ground cinnamon""]",816,1,"['In a small bowl\, dissolve yeast in warm milk.'\, 'Let stand until creamy (about 10 minutes).'\, 'In a large bowl\, combine the yeast mixture with the egg\, white sugar\, salt\, butter and 2 cups bread flour; beat well.'\, 'Add the remaining flour\, 1/4 cup at a time\, stirring well after each addition.'\, 'When the dough has begun to pull together\, turn it out onto a lightly floured surface and knead in the currants\, raisins\, dried cherries\, mixed peel and the ginger and spices.'\, 'Knead until smooth (about 8 minutes).'\, 'Place the dough in a lightly oiled large bowl\, and turn to coat with oil.'\, 'Cover with a damp cloth and let rise in a warm place until doubled in volume (about 1 hour).'\, 'Lightly grease a cookie sheet.'\, 'Deflate the dough and turn it out onto a lightly floured surface.'\, 'Roll the marzipan into a rope and place it in the centre of the dough.'\, 'Fold the dough over to cover it.'\, 'Pinch the seams together to seal.'\, 'Place the loaf\, seam side down\, on the prepared baking sheet.'\, 'Cover with a damp cloth and let rise until doubled in volume\, about 60 minutes.'\, 'Preheat the oven to 350 degrees F (175 Degrees C).'\, 'Bake in the preheated oven for 10 minutes.'\, 'Reduce heat to 300 degrees F (150 degrees C) and bake for a further 30- 40 minutes\, or until golden brown.'\, 'Allow loaf to cool on a wire rack.'\, 'Dust the cooled loaf with the icing sugar and sprinkle with cinnamon.']","['time-to-make'\, 'course'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'breads'\, 'german'\, 'oven'\, 'european'\, 'holiday-event'\, 'winter'\, 'coffee-cakes'\, 'christmas'\, 'seasonal'\, 'equipment'\, 'number-of-servings'\, '4-hours-or-less']","{'bread'\, 'german'}"
442883,Christmastini (Christmas Martini),"Lovely layers of vanilla vodka, cream, and raspberry with a candy cane stir stick! Perfect for your Christmas celebration. Note: This drink is sweet. For best results, be sure to follow instructions and chill your alcohol & serving glass ahead of time. You can sub cream or half-and-half for the white Creme de Cacao for a less sweet (and less potent) version.","[""1      crushed candy cane\, optional for garnish ""\,""1   fluid ounce    vanilla vodka\, well chilled  (1 shot)""\,""2      shots white Creme de Cacao\, well chilled ""\,""2 -3   tablespoons    raspberry sauce or 2 -3   tablespoons    Chambord raspberry liquor""\,"" candy cane stir stick""]",29,1,"['Place crushed candy cane on a small plate. Wet the outside rim of a chilled martini glass with water. Holding the glass by the stem\, rotate the rim to coat with candy.'\, 'Layer the remaining ingredients in the prepared glass\, top with a drizzle of raspberry sauce or Chambord. Serve with a candy cane stir stick.'\, 'Merry Christmas!']","['15-minutes-or-less'\, 'time-to-make'\, 'course'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'for-1-or-2'\, 'beverages'\, 'american'\, 'easy'\, 'dinner-party'\, 'holiday-event'\, 'cocktails'\, 'christmas'\, 'number-of-servings'\, '3-steps-or-less']",{'dinner'}
435911,Christmas Twirls  (Cookies),"These are cookies that look beautiful on your cookie plate.  There is a spiral of colored sugar in each cookie; red in some, green in others.  They were so pretty I bought the issue of Parents magazine in which the recipe appeared (years ago) but I never made them until last year.  I was determined to make them for neighbors, even if they did not taste as good as they looked.  To my delight, they were absolutely delicious, as well.  The cream cheese adds just the right taste to these cookies and the spirals couldn't be easier to achieve.  I really think you'll like these cookies and consider them keepers. You can even use this same dough for rugalach cookies.   Note that chilling time is included in preparation time.","[""1/2  lb    unsalted butter\, softened  (2 sticks\, no substitute)""\,""2 (3   ounce) packages   cream cheese\, softened  (6 oz.)""\,""2   tablespoons    sugar""\,""1/2  teaspoon    vanilla extract""\,""2   cups    flour""\,""1/3  cup    red sugar crystals""\,""1/3  cup    green sugar crystals""\,"" coarse white sugar crystals""]",808,1,"[""Preheat oven to 350 degrees F.  You'll need two baking sheets.""\, 'In a large bowl with an electric mixer on medium\, beat butter until crreamy.  Beat in cream cheese; add sugar and vanilla and beat until combined.  On low speed\, beat in flour.'\, 'Roll dough unto a 16 x 11-inch rectangle between 2 sheets of waxed paper.  Chill in freezer 30 minutes.'\, 'Remove top sheet of waxed paper\,  With long side parallel to you\, sprinkle half the dough lengthwise with red sugar crystals and half with green.  Using bottom piece of paper to help you\, roll up dough jelly-roll fashion to form a long log.  Roll log in white sugar crystals  Wrap in plastic; freeze 30 minutes.'\, 'Using a serrated knife\, cut log into 5/8-inch slices.  Place slices on ungreased baking sheets  inch apart.  Bake 12-14 minutes\, until lightly browned and puffy  Cool on sheets 2 minutes.  Transfer to wire racks to cool completely.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'desserts'\, 'eggs-dairy'\, 'american'\, 'dinner-party'\, 'holiday-event'\, 'kid-friendly'\, 'cookies-and-brownies'\, 'dietary'\, 'gifts'\, 'christmas'\, 'low-sodium'\, 'oamc-freezer-make-ahead'\, 'low-in-something'\, 'from-scratch']","{'cookie'\, 'dessert'\, 'dinner'\, 'low-sodium'}"
75607,Christmas Eggnog Sauce,An EASY sauce for Christmas pudding or fruit or ice cream or pound cake or ................. !!!,"[""3/4  cup   cold milk""\,""1 (3   ounce) package   vanilla pudding mix""\,""2   cups   cold eggnog""\,""1/4  teaspoon    nutmeg""\,""1/2  cup    whipping cream""\,""3   tablespoons    brandy""]",78,12,"['Pour milk into small mixing bowl.'\, 'Add pudding mix& beat at low speed until blended.'\, 'Gradually beat in eggnog.'\, 'Stir in nutmeg& chill until serving time.'\, 'Beat whipping cream until stiff peaks form.'\, 'Fold into eggnog mixture along with brandy.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'low-protein'\, 'sauces'\, 'condiments-etc'\, 'eggs-dairy'\, 'easy'\, 'no-cook'\, 'refrigerator'\, 'beginner-cook'\, 'dinner-party'\, 'holiday-event'\, 'eggs'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'sweet-sauces'\, 'low-in-something'\, 'equipment'\, 'presentation'\, 'served-cold'\, 'technique']","{'dinner'\, 'low-sodium'}"
269574,Georgia Christmas Pudding,"Delicious served with Georgia Christmas Pudding Sauce.  From the Southern chapter of the United States Regional Cookbook, Culinary Arts Institute of Chicago, 1947.","[""1/2  cup    pecans\, chopped ""\,""1/2  cup    raisins\, chopped ""\,""1/2  cup    sherry wine""\,""1/4  cup    rum""\,""1   teaspoon    lemon juice""\,""6       egg whites""\,""1/2  cup    sugar""\,""1/8  teaspoon    salt""]",100,6,"['Soak nuts and raisins in sherry\, rum and lemon juice for at least 6 hours\, overnight if possible.'\, 'Preheat oven to 350°F.'\, 'Beat egg whites until soft peaks form; add sugar and salt.'\, 'Beat until stiff peaks form; fold in wine-soaked fruit and nuts.'\, 'Pour into a buttered baking dish and set into a pan of hot water; place in oven and bake for an hour.']","['lactose'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'north-american'\, 'low-protein'\, 'healthy'\, 'desserts'\, 'eggs-dairy'\, 'fruit'\, 'american'\, 'southern-united-states'\, 'easy'\, 'dinner-party'\, 'holiday-event'\, 'puddings-and-mousses'\, 'nuts'\, 'eggs'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'gluten-free'\, 'low-cholesterol'\, 'low-saturated-fat'\, 'free-of-something'\, 'low-in-something'\, 'taste-mood'\, 'sweet']","{'low-sodium'\, 'dessert'\, 'healthy'\, 'gluten-free'\, 'dinner'\, 'southern'\, 'pudding'\, 'lactose-free'}"
43512,Christmas Mincemeat Squares,"Because of the whole wheat flour, I've always felt these squares were somewhat healthy. Maybe I'm kidding myself, but I definitely can say they're delicious, and perfect for any holiday goodie platter.","[""1   cup    whole wheat flour (or use all-purpose)""\,""2   cups    oats (not instant)""\,""1   cup    brown sugar""\,""1   teaspoon    baking soda""\,""3/4  cup   melted butter (or margarine\, but butter is best)""\,""2   cups    mincemeat""]",1467,1,"['Preheat oven to 375F; grease a 13x9 pan and set aside.'\, 'In a large mixing bowl\, combine the flour\, oats\, sugar and baking soda.'\, 'Stir in melted butter and mix together until mixture appears crumbly.'\, 'Firmly pat half the crumb mixture into prepared pan\, then cover evenly with mincemeat.'\, 'Sprinkle remaining crumb mixture over mincemeat and pat lightly.'\, 'Bake for 20 to 25 minutes or until squares appear golden brown.'\, 'Cool before cutting into squares.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'desserts'\, 'lunch'\, 'fruit'\, 'oven'\, 'easy'\, 'potluck'\, 'dinner-party'\, 'fall'\, 'finger-food'\, 'heirloom-historical'\, 'holiday-event'\, 'kid-friendly'\, 'kosher'\, 'winter'\, 'cookies-and-brownies'\, 'bar-cookies'\, 'dietary'\, 'gifts'\, 'christmas'\, 'new-years'\, 'thanksgiving'\, 'seasonal'\, 'comfort-food'\, 'taste-mood'\, 'to-go'\, 'equipment'\, 'number-of-servings'\, 'presentation']","{'dessert'\, 'dinner'\, 'lunch'}"
444789,Christmas Prime Rib,.....,"[""9 -10   lbs   prime ribs (no bones)""\,""  sea salt""\,""  fresh cracked pepper""\,""  garlic""]",0,15,"['remove prime rib from cooler 1 1/2 hours before cooking'\, 'place prime rib fat side up on a roasting rack.'\, 'season with sea salt\, fresh cracked pepper and garlic.'\, 'insert meat thomemeter into center of prime rib.'\, 'sear @450 for 16 minutes or 8 minute per side.'\, 'reduce heat to 300 degrees.'\, 'cook until internal tempereatue reaches 125 degrees or.'\, '2 - 2/12 hours for rare or 18-20 min per pound.'\, 'remove from oven.'\, 'meat will continue cooking during resting phase.'\, 'let stand 25 minuets before carving.'\, 'serve with horseradish sauce.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'for-large-groups'\, '5-ingredients-or-less'\, 'main-dish'\, 'beef'\, 'easy'\, 'dietary'\, 'meat'\, 'number-of-servings'\, '4-hours-or-less']",{'dinner'}
111821,Brazilian Christmas Turkey,"I think this is one of the best turkey breasts I've ever had; it's reportedly part of the Ceia de Natal, or Brazilian Christmas turkey feast. Although a whole turkey is actually used, I just used a turkey breast, about 8 lbs., and used light Puerto Rican rum instead of the traditional Cachaca. It's one of those thing where you keep sneaking into the refrigerator for one more piece... prep time includes marinating overnight.","[""1 (12   lb)    turkey (or\, I used a 8 to 9 lb. turkey breast - NOT a turkey roast\, though)""\,""2   cups    light rum (to be traditional\, use Brazilian Cachaca)""\,""2       onions\, diced ""\,""6   cloves    garlic\, chopped ""\,""4      ripe tomatoes\, diced ""\,""1/2  cup    olive oil""\,""2       bay leaves""\,""1   cup    fresh lime juice""\,""1/4  cup   grated lime zest (just the green part)""\,""2   cups    water""\,""1/2  cup   chopped green onion""\,""1   cup   chopped parsley""]",755,8,"['Place turkey (or turkey breast) and all other ingredients in a large oven roasting bag\, seal tightly with no air and place in a large dish in the refrigerator to marinate overnight (actually\, mine marinated for nearly 2 days--).'\, 'When ready to cook\, preheat oven to 425 degrees F.'\, 'Remove turkey from marinade and place in a large roasting pan.'\, 'In a strainer\, drain liquid from the vegetables and seasonings; place vegetables and seasonings in the turkey cavity.'\, 'Roast\, covered with foil\, for 30 minutes at 425 degrees; reduce oven temperature to 350 degrees and roast about another 3 to 3-1/2 hours (for turkey breast; for a whole turkey\, adjust your time accordingly)\, basting periodically.'\, 'Uncover the last 30 minutes or so for browning of the turkey.'\, 'Makes the most excellent turkey sandwiches--.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'main-dish'\, 'poultry'\, 'brazilian'\, '1-day-or-more'\, 'oven'\, 'easy'\, 'holiday-event'\, 'turkey'\, 'south-american'\, 'dietary'\, 'christmas'\, 'thanksgiving'\, 'meat'\, 'whole-turkey'\, 'equipment']","{'dinner'\, 'brazilian'}"
147388,Christmas Rice Krispies Marshmallow Balls,"This is such a great addition to any Christmas tray.  They are so cheap and easy to make, and they taste great.  My Grandma gave me the recipe, but I'm not to sure where she picked it up from.  Hope you enjoy.","[""700   g    crisp rice cereal (Christmas colored Rice Krispies)""\,""400   g    large marshmallows""\,""40       caramel squares""\,""14   ounces    Eagle Brand Condensed Milk""\,""2   tablespoons    butter""]",43,45,"['In a double boiler\, melt caramels\, butter\, and milk.  Keep water in the bottom of pot to a minimum boil.'\, 'Dip one marshmallow into melted mix using a fork (or something sharp).'\, 'Remove\, and roll in Christmas colored Rice Krispies.'\, 'Place on tray covered with wax paper.'\, 'Repeat until bag of marshmallows is finished.'\, 'Freeze marshmallow balls if desired.'\, 'Enjoy.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'healthy'\, '5-ingredients-or-less'\, 'desserts'\, 'easy'\, 'holiday-event'\, 'dietary'\, 'gifts'\, 'christmas'\, 'number-of-servings']","{'healthy'\, 'dessert'\, 'rice'}"
103304,Holiday Italian Herb Crescent Christmas Trees,"Posted per request. Great Christmas appetizer! From the Pillsbury Crescent Special Edition cook book. How ever I did replace the 1/2 cup chive - and - onion potato topper with 1/2 cup of my prepared Recipe #101256. This dip has a better flavor than the potato topper. Recipe makes two trees. Prep time about an hour, decorating time...well thats up to you! I would love to see several pictures of this one, as it can be decorated several ways.","[""2 (8   ounce) cans   refrigerated crescent dinner rolls""\,""1/4  cup   grated parmesan cheese""\,""1   teaspoon    dried Italian seasoning""\,""1/2  cup   prepared sour cream and chive dip (I use recipe 101256)""\,""10   medium    cherry tomatoes\, sliced into 30 slices ""\,""1   medium    yellow bell pepper""\,""2   tablespoons   chopped fresh parsley""]",25,32,"['Heat oven to 375°F.'\, 'Unroll cans of dough and separate into 4 long rectangles; firmly press perforations together.'\, 'Sprinkle each rectangle with 1 tablespoon cheese and 1/4 teaspoon Italian seasoning.'\, 'Starting with one short side\, roll up each rectangle\, forming 4 rolls (like a jelly roll).'\, 'With serrated knife\, cut each roll into 8 slices (now they look like pinwheels).'\, ""To form 1 tree\, on cookie sheet\, (I line mine with parchment paper it's easier to move trees to cool and to final decorating plate)\, Place 1 slice\, cut side down\, for top of tree.""\, 'Arrange 2 slices below\, sides touching.'\, 'Continue arranging rows of 3\, 4\, and 5 slices.'\, 'Use remaining slice for trunk.'\, 'Bake first tree 12 to 14 minutes or until golden brown.'\, 'Cool 5 minutes on wire rack.'\, 'Repeat for 2nd tree on another cool cookie sheet.'\, 'Place trees on serving platter.'\, 'If you do not have a decorators bag and tip\, spoon the dip into a zip lock bag.'\, 'Cut 1/4 inch hole in bottom corner of bag; and pipe over tree like garland\, and a dollop of dip in on each pinwheel except trunk.'\, 'Place tomato slice on each pinwheel except top and bottom ones.'\, 'With 1 1/4 to 1 1/2 inch star shaped cutter\, cut 2 stars from yellow bell pepper; place one on top of each tree.'\, 'Chop remaining bell pepper; sprinkle over trees.'\, 'Sprinkle with parsley.'\, 'Serve immediately\, or refrigerate until serving time.']","['time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'appetizers'\, 'breads'\, 'dinner-party'\, 'holiday-event'\, 'christmas'\, 'number-of-servings'\, '4-hours-or-less']","{'appetizer'\, 'dinner'}"
